target;0.9526351224018599
radius1;8.733008172657566
texture1;8.824000154223153
perimeter1;8.983102658639638
area1;9.045509996081337
smoothness1;8.78024997322213
compactness1;9.037153427536234
concavity1;8.99611506403242
concave_points1;9.013689756475301
symmetry1;8.62397636243383
fractal_dimension1;8.89960569026648
radius2;9.047698243001964
texture2;8.97123115160596
perimeter2;9.022232118229253
area2;9.002865598003147
smoothness2;9.074956195557899
compactness2;9.049886489922592
concavity2;8.983382001646063
concave_points2;8.888013526239227
symmetry2;8.88859573858548
fractal_dimension2;9.067926318580746
radius3;8.718704191133106
texture3;8.945765026833246
perimeter3;8.954983150731028
area3;9.064411380092169
smoothness3;8.541409666491216
compactness3;9.009033919627623
concavity3;9.001818249441623
concave_points3;8.82732929950288
symmetry3;8.901793937187106
fractal_dimension3;9.031450242127033
